state_abbreviation,state_name,report_date,state_expanded_medicaid,preliminary_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,new_applications_submitted_to_medicaid_and_chip_agencies__f_85d7,applications_for_financial_assistance_submitted_to_the_stat_104d,applications_for_financial_assistance_submitted_to_the_stat_c640,total_applications_for_financial_assistance_submitted_at_st_d6fa,total_applications_for_financial_assistance_submitted_at_st_9919,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_medicaid_at_application_4f96,individuals_determined_eligible_for_chip_at_application,individuals_determined_eligible_for_chip_at_application__fo_e28a,total_medicaid_and_chip_determinations,total_medicaid_and_chip_determinations__footnotes,medicaid_and_chip_child_enrollment,medicaid_and_chip_child_enrollment__footnotes,total_medicaid_and_chip_enrollment,total_medicaid_and_chip_enrollment__footnotes,total_medicaid_enrollment,total_medicaid_enrollment__footnotes,total_chip_enrollment,total_chip_enrollment__footnotes
IL,Illinois,2017-07-01,Y,P,N,67016,,,,67016,,38361,,11994,,50355,,1417408,,3040025,,2789217,,250808,
IL,Illinois,2017-08-01,Y,P,N,78681,,,,78681,,46748,,15619,,62367,,1409119,,3022660,,2772365,,250295,
IL,Illinois,2017-08-01,Y,U,Y,78681,,,,78681,,46748,,15619,,62367,,1432510,,3078351,,2823816,,254535,
IL,Illinois,2017-09-01,Y,U,Y,67589,,,,67589,,46500,,15581,,62081,,1432856,,3070815,,2816541,,254274,
IL,Illinois,2017-09-01,Y,P,N,67589,,,,67589,,46500,,15581,,62081,,1417934,,3042186,,2790471,,251715,
IL,Illinois,2017-10-01,Y,P,N,55622,,,,55622,,27922,,11111,,39033,,1406116,,3012940,,2762326,,250614,
IL,Illinois,2017-10-01,Y,U,Y,55622,,,,55622,,27922,,11111,,39033,,1417124,,3037158,,2783740,,253418,
IL,Illinois,2017-11-01,Y,P,N,78173,,,,78173,,25386,,8197,,33583,,1408416,,3014487,,2763873,,250614,
IL,Illinois,2017-11-01,Y,U,Y,78173,,,,78173,,25386,,8197,,33583,,1418987,,3045842,,2799423,,246419,
IL,Illinois,2017-12-01,Y,P,N,76439,,,,76439,,25070,,7576,,32646,,1411886,,3042715,,2799423,,243292,
IL,Illinois,2017-12-01,Y,U,Y,76439,,,,76439,,25070,,7576,,32646,,1424819,,3062268,,2819232,,243036,
IL,Illinois,2018-01-01,Y,P,N,71438,,,,71438,,31820,,9998,,41818,,1423889,,3054889,,2816124,,238765,
IL,Illinois,2018-01-01,Y,U,Y,71438,,,,71438,,31820,,9998,,41818,,1434640,,3076689,,2833653,,243036,
IL,Illinois,2018-02-01,Y,U,Y,58448,,,,58448,,34745,,12228,,46973,,1406130,,3022233,,2790720,,231513,
IL,Illinois,2018-02-01,Y,P,N,58448,,,,58448,,34745,,12228,,46973,,1383384,,2968722,,2738149,,230573,
IL,Illinois,2018-03-01,Y,P,N,69424,,,,69424,,41532,,15436,,56968,,1380064,,2961050,,2734768,,226282,
IL,Illinois,2018-03-01,Y,U,Y,69424,,,,69424,,41532,,15436,,56968,,1387334,,2978713,,2751742,,226971,
IL,Illinois,2018-04-01,Y,P,N,65635,,,,65635,,40004,,14846,,54850,,1353514,,2901480,,2679298,,222182,
IL,Illinois,2018-04-01,Y,U,Y,65635,,,,65635,,40004,,14846,,54850,,1384355,,2972175,,2745204,,226971,
IL,Illinois,2018-05-01,Y,U,Y,62086,,,,62086,,41499,,14441,,55940,,1398725,,2997641,,2769780,,227861,
IL,Illinois,2018-05-01,Y,P,N,62086,,,,62086,,41499,,14441,,55940,,1383836,,2964506,,2739553,,224953,
IL,Illinois,2018-06-01,Y,U,Y,63337,,,,63337,,36553,,13226,,49779,,1398721,,2989709,,2759876,,229833,
IL,Illinois,2018-06-01,Y,P,N,63337,,,,63337,,36553,,13226,,49779,,1384210,,2955463,,2726675,,228788,
IL,Illinois,2018-07-01,Y,U,Y,67279,,,,67279,,38165,,13735,,51900,,1394529,,2974380,,2742055,,232325,
IL,Illinois,2018-07-01,Y,P,N,67279,,,,67279,,38165,,13735,,51900,,1384518,,2949575,,2717536,,232039,
IL,Illinois,2018-08-01,Y,P,N,70016,,,,70016,,43447,,16127,,59574,,1378310,,2928677,,2695051,,233626,
IL,Illinois,2018-08-01,Y,U,Y,70016,,,,70016,,43447,,16127,,59574,,1399072,,2978597,,2742900,,235697,
IL,Illinois,2018-09-01,Y,P,N,58913,,,,58913,,35161,,12375,,47536,,1379371,,2921973,,2684282,,237691,
IL,Illinois,2018-09-01,Y,U,Y,58913,,,,58913,,35161,,12375,,47536,,1391808,,2955094,,2716660,,238434,
IL,Illinois,2018-10-01,Y,P,N,67479,,,,67479,,39943,,13106,,53049,,1372932,,2901589,,2659284,,242305,
IL,Illinois,2018-10-01,Y,U,Y,67479,,,,67479,,39943,,13106,,53049,,1380968,,2922367,,2678948,,243419,
IL,Illinois,2018-11-01,Y,P,N,72379,,,,72379,,30789,,9901,,40690,,1356080,,2859467,,2614561,,244906,
IL,Illinois,2018-11-01,Y,U,Y,72379,,,,72379,,30789,,9901,,40690,,1369179,,2893666,,2647343,,246323,
IL,Illinois,2018-12-01,Y,P,N,70718,,,,70718,,25496,,8319,,33815,,1344507,,2829720,,2580592,,249128,
IL,Illinois,2018-12-01,Y,U,Y,70718,,,,70718,,25496,,8319,,33815,,1356850,,2860188,,2609025,,251163,
IL,Illinois,2019-01-01,Y,U,Y,64477,,,,64477,,28560,,9407,,37967,,1350607,,2844317,,2590754,,253563,
IL,Illinois,2019-01-01,Y,P,N,64477,,,,64477,,28560,,9407,,37967,,1339931,,2817556,,2564139,,253417,
IL,Illinois,2019-02-01,Y,P,N,61362,,,,61362,,22839,,7498,,30337,,1329759,,2785442,,2530654,,254788,
IL,Illinois,2019-02-01,Y,U,Y,61362,,,,61362,,22839,,7498,,30337,,1344018,,2824308,,2569171,,255137,
IL,Illinois,2019-03-01,Y,P,N,66749,,,,66749,,26602,,9161,,35763,,1331581,,2784943,,2527976,,256967,
IL,Illinois,2019-03-01,Y,U,Y,66749,,,,66749,,26602,,9161,,35763,,1336925,,2800206,,2542959,,257247,
IL,Illinois,2019-04-01,Y,U,Y,66353,,,,66353,,31374,,10307,,41681,,1342083,,2815518,,2555029,,260489,
IL,Illinois,2019-04-01,Y,P,N,66353,,,,66353,,31374,,10307,,41681,,1329018,,2775997,,2516020,,259977,
IL,Illinois,2019-05-01,Y,U,Y,66071,,,,66071,,32115,,10533,,42648,,1346562,,2818182,,2558581,,259601,
IL,Illinois,2019-05-01,Y,P,N,66071,,,,66071,,32115,,10533,,42648,,1331685,,2782748,,2523584,,259164,
IL,Illinois,2019-06-01,Y,U,Y,62159,,,,62159,,28852,,9073,,37925,,1347008,,2826169,,2564021,,262148,
IL,Illinois,2019-06-01,Y,P,N,62159,,,,62159,,28852,,9073,,37925,,1336217,,2795938,,2533771,,262167,
IL,Illinois,2019-07-01,Y,P,N,71132,,,,71132,,30935,,10275,,41210,,1335362,,2799188,,2533786,,265402,
IL,Illinois,2019-07-01,Y,U,Y,71132,,,,71132,,30935,,10275,,41210,,1351321,,2843003,,2577699,,265304,
IL,Illinois,2019-08-01,Y,P,N,71866,,,,71866,,22304,,8060,,30364,,1343766,,2823612,,2555376,,268236,
IL,Illinois,2019-08-01,Y,U,Y,71866,,,,71866,,22304,,8060,,30364,,1350105,,2840200,,2572255,,267945,
IL,Illinois,2019-09-01,Y,U,Y,64450,,,,64450,,27634,,9347,,36981,,1351037,,2842807,,2570932,,271875,
IL,Illinois,2019-09-01,Y,P,N,64450,,,,64450,,27634,,9347,,36981,,1333870,,2805044,,2532970,,272074,
IL,Illinois,2019-10-01,Y,P,N,69429,,,,69429,,29061,,9424,,38485,,1342551,,2819620,,2543851,,275769,
IL,Illinois,2019-10-01,Y,U,Y,69429,,,,69429,,29061,,9424,,38485,,1350045,,2839280,,2564097,,275183,
IL,Illinois,2019-11-01,Y,P,N,72700,,,,72700,,29061,,9424,,38485,,1338476,,2807453,,2529008,,278445,
IL,Illinois,2019-11-01,Y,U,Y,72700,,,,72700,,29061,,9424,,38485,,1347181,,2830341,,2552655,,277686,
IL,Illinois,2019-12-01,Y,P,N,74416,,,,74416,,24913,,7889,,32802,,1337126,,2799304,,2519340,,279964,
IL,Illinois,2019-12-01,Y,U,Y,74416,,,,74416,,24913,,7889,,32802,,1342553,,2812371,,2532557,,279814,
IL,Illinois,2020-01-01,Y,U,Y,71724,,,,71724,,29030,,9239,,38269,,1348929,,2830864,,2553369,,277495,
IL,Illinois,2020-01-01,Y,P,N,71724,,,,71724,,29030,,9239,,38269,,1328993,,2773380,,2494277,,279103,
IL,Illinois,2020-02-01,Y,P,N,59212,,,,59212,,92189,,,,92189,,1339862,,2804953,,2527770,,277183,
IL,Illinois,2020-02-01,Y,U,Y,59212,,,,59212,,92189,,,,92189,,1347284,,2829625,,2553516,,276109,
IL,Illinois,2020-03-01,Y,U,Y,93870,,,,93870,,32664,,8947,,41611,,1347125,,2855246,,2575857,,279389,
IL,Illinois,2020-03-01,Y,P,N,93870,,,,93870,,32664,,8947,,41611,,1448059,,2814049,,2535352,,278697,
IL,Illinois,2020-04-01,Y,U,Y,122039,,,,122039,,48566,,11591,,60157,,1361839,,2930332,,2649204,,281128,
IL,Illinois,2020-04-01,Y,P,N,122039,,,,122039,,48566,,11591,,60157,,1353607,,2900130,,2620095,,280035,
IL,Illinois,2020-05-01,Y,P,N,70855,,,,70855,,,,,,,,1368005,,2961326,,2676887,,284439,
IL,Illinois,2020-05-01,Y,U,Y,70855,,,,70855,,,,,,,,1372308,,2973372,,2688057,,285315,
IL,Illinois,2020-06-01,Y,P,N,62306,,,,62306,,,,,,,,1378197,,2987496,,2698347,,289149,
IL,Illinois,2020-06-01,Y,U,Y,62306,,,,62306,,,,,,,,1381768,,2997129,,2707241,,289888,
IL,Illinois,2020-07-01,Y,P,N,66981,,,,66981,,,,,,,,1388866,,3018195,,2725185,,293010,
IL,Illinois,2020-07-01,Y,U,Y,66981,,,,66981,,,,,,,,1393311,,3032490,,2738871,,293619,
IL,Illinois,2020-08-01,Y,P,N,76836,,,,76836,,,,,,,,1402090,,3062183,,2765875,,296308,
IL,Illinois,2020-08-01,Y,U,Y,76836,,,,76836,,,,,,,,1404644,,3070572,,2773841,,296731,
IL,Illinois,2020-09-01,Y,P,N,69115,,,,69115,,,,,,,,1404261,,3086700,,2787617,,299083,
IL,Illinois,2020-09-01,Y,U,Y,69115,,,,69115,,,,,,,,1415566,,3110583,,2810793,,299790,
IL,Illinois,2020-10-01,Y,P,N,68838,,,,68838,,,,,,,,1421196,,3134159,,2832007,,302152,
IL,Illinois,2020-10-01,Y,U,Y,68838,,,,68838,,,,,,,,1421196,,3134159,,2832007,,302152,
IL,Illinois,2020-11-01,Y,P,N,77939,,,,77939,,,,,,,,1428006,,3167577,,2862987,,304590,
IL,Illinois,2020-11-01,Y,U,Y,77939,,,,77939,,,,,,,,1430781,,3178151,,2873018,,305133,
IL,Illinois,2020-12-01,Y,P,N,71126,,,,71126,,,,,,,,1437925,,3215046,,2907928,,307118,
IL,Illinois,2020-12-01,Y,U,Y,71126,,,,71126,,,,,,,,1440817,,3238003,,2930056,,307947,
IL,Illinois,2021-01-01,Y,P,N,68092,,,,68092,,,,,,,,1444707,,3256115,,2946390,,309725,
IL,Illinois,2021-01-01,Y,U,Y,68092,,,,68092,,,,,,,,1445053,,3257826,,2948008,,309818,
IL,Illinois,2021-02-01,Y,U,Y,61159,,,,61159,,56127,,19053,,75180,,1450229,,3281243,,2969311,,311932,
IL,Illinois,2021-02-01,Y,P,N,61159,,,,61159,,56127,,19053,,75180,,1447441,,3269452,,2958059,,311393,
IL,Illinois,2021-03-01,Y,P,N,65932,,,,65932,,21721,,5208,,26929,,1453049,,3292230,,2977896,,314334,
IL,Illinois,2021-03-01,Y,U,Y,67733,,,,67733,,21721,,5208,,26929,,1458427,,3317290,,3002191,,315099,
IL,Illinois,2021-04-01,Y,U,Y,66740,,,,66740,,55281,,19230,,74511,,1463204,,3332901,,3014509,,318392,
IL,Illinois,2021-04-01,Y,P,N,47449,,,,47449,,55281,,19230,,74511,,1458386,,3311978,,2994296,,317682,
IL,Illinois,2021-05-01,Y,P,Y,57528,,,,57528,,33662,,7258,,40920,,1464103,,3331614,,3012554,,319060,
IN,Indiana,2013-09-01,Y,U,Y,,,,,,,,,,,,,,,1120674,,,,,
IN,Indiana,2017-06-01,Y,P,N,76018,,,,76018,,34151,,2323,,36474,,786768,,1481682,,1379643,,102039,
IN,Indiana,2017-06-01,Y,U,Y,76018,,,,76018,,34151,,2323,,36474,,799715,,1495314,,1391588,,103726,
IN,Indiana,2017-07-01,Y,P,N,74080,,,,74080,,31529,,2201,,33730,,787571,,1481073,,1378879,,102194,
IN,Indiana,2017-07-01,Y,U,Y,74080,,,,74080,,31529,,2201,,33730,,800044,,1494850,,1391039,,103811,
IN,Indiana,2017-08-01,Y,U,Y,86257,,,,86257,,39482,,3474,,42956,,799731,,1492881,,1389205,,103676,
IN,Indiana,2017-08-01,Y,P,N,86257,,,,86257,,39482,,3474,,42956,,787096,,1479911,,1378102,,101809,
IN,Indiana,2017-09-01,Y,P,N,77938,,,,77938,,33034,,2868,,35902,,785710,,1474711,,1372343,,102368,
IN,Indiana,2017-09-01,Y,U,Y,77938,,,,77938,,33034,,2868,,35902,,801195,,1491361,,1386886,,104475,
IN,Indiana,2017-10-01,Y,U,Y,77871,,,,77871,,33362,,3005,,36367,,800617,,1489303,,1384109,,105194,
IN,Indiana,2017-10-01,Y,P,N,77871,,,,77871,,33362,,3005,,36367,,789101,,1478165,,1374721,,103444,
IN,Indiana,2017-11-01,Y,P,N,71322,,,,71322,,32912,,2966,,35878,,786164,,1470753,,1366552,,104201,
IN,Indiana,2017-11-01,Y,U,Y,71322,,,,71322,,32912,,2966,,35878,,799751,,1484338,,1378242,,106096,
IN,Indiana,2017-12-01,Y,P,N,76120,,,,76120,,30553,,2579,,33132,,786345,,1465662,,1360753,,104909,
IN,Indiana,2017-12-01,Y,U,Y,76120,,,,76120,,30553,,2579,,33132,,798671,,1478130,,1371242,,106888,
IN,Indiana,2018-01-01,Y,P,N,97732,,,,97732,,36050,,3021,,39071,,786040,,1465371,,1359774,,105597,
IN,Indiana,2018-01-01,Y,U,Y,97732,,,,97732,,36050,,3021,,39071,,802788,,1475812,,1367451,,108361,
IN,Indiana,2018-02-01,Y,U,Y,87289,,,,87289,,35260,,2942,,38202,,805182,,1465020,,1356659,,108361,
IN,Indiana,2018-02-01,Y,P,N,87289,,,,87289,,35260,,2942,,38202,,794852,,1462172,,1354563,,107609,
IN,Indiana,2018-03-01,Y,P,N,89212,,,,89212,,37522,,3221,,40743,,794364,,1456955,,1349382,,107573,
IN,Indiana,2018-03-01,Y,U,Y,89212,,,,89212,,37522,,3221,,40743,,807673,,1464453,,1354843,,109610,
IN,Indiana,2018-04-01,Y,U,Y,85051,,,,85051,,40020,,3679,,43699,,810212,,1459792,,1349705,,110087,
IN,Indiana,2018-04-01,Y,P,N,85051,,,,85051,,40020,,3679,,43699,,794728,,1456418,,1348711,,107707,
IN,Indiana,2018-05-01,Y,U,Y,79430,,,,79430,,37127,,3169,,40296,,802476,,1454452,,1344819,,109633,
IN,Indiana,2018-05-01,Y,P,N,79430,,,,79430,,37127,,3169,,40296,,797545,,1449766,,1340807,,108959,
IN,Indiana,2018-06-01,Y,U,Y,78830,,,,78830,,33862,,2706,,36568,,800179,,1447875,,1338069,,109806,
IN,Indiana,2018-06-01,Y,P,N,78830,,,,78830,,33862,,2706,,36568,,784932,,1437660,,1330090,,107570,
IN,Indiana,2018-07-01,Y,U,Y,84387,,,,84387,,34905,,2736,,37641,,801393,,1448302,,1338462,,109840,
IN,Indiana,2018-07-01,Y,P,N,84387,,,,84387,,34905,,2736,,37641,,786805,,1439013,,1331258,,107755,
IN,Indiana,2018-08-01,Y,P,N,102364,,,,102364,,42365,,3668,,46033,,787262,,1440107,,1331736,,108371,
IN,Indiana,2018-08-01,Y,U,Y,102364,,,,102364,,42365,,3668,,46033,,805277,,1453490,,1342249,,111241,
IN,Indiana,2018-09-01,Y,U,Y,83371,,,,83371,,35148,,3332,,38480,,804412,,1454161,,1342129,,112032,
IN,Indiana,2018-09-01,Y,P,N,83371,,,,83371,,35148,,3332,,38480,,790553,,1441160,,1331361,,109799,
IN,Indiana,2018-10-01,Y,U,Y,92925,,,,92925,,43929,,4308,,48237,,804838,,1459431,,1346653,,112778,
IN,Indiana,2018-10-01,Y,P,N,92925,,,,92925,,43929,,4308,,48237,,792555,,1449920,,1339346,,110574,
IN,Indiana,2018-11-01,Y,U,Y,79038,,,,79038,,34524,,3394,,37918,,803037,,1456348,,1343395,,112953,
IN,Indiana,2018-11-01,Y,P,N,79038,,,,79038,,34524,,3394,,37918,,788362,,1443601,,1332228,,111373,
IN,Indiana,2018-12-01,Y,P,N,77916,,,,77916,,34484,,3142,,37626,,785906,,1438852,,1327834,,111018,
IN,Indiana,2018-12-01,Y,U,Y,77916,,,,77916,,34484,,3142,,37626,,800565,,1450933,,1337709,,113224,
IN,Indiana,2019-01-01,Y,U,Y,98151,,,,98151,,41697,,3343,,45040,,800327,,1454519,,1340724,,113795,
IN,Indiana,2019-01-01,Y,P,N,98151,,,,98151,,41697,,3343,,45040,,786053,,1443002,,1331698,,111304,
IN,Indiana,2019-02-01,Y,U,Y,87809,,,,87809,,34391,,3156,,37547,,805512,,1464635,,1350840,,113795,
IN,Indiana,2019-02-01,Y,P,N,87809,,,,87809,,34391,,3156,,37547,,789048,,1450058,,1338320,,111738,
IN,Indiana,2019-03-01,Y,U,Y,96587,,,,96587,,37569,,3227,,40796,,806094,,1466847,,1353101,,113746,
IN,Indiana,2019-03-01,Y,P,N,96587,,,,96587,,37569,,3227,,40796,,792644,,1454828,,1343358,,111470,
IN,Indiana,2019-04-01,Y,U,Y,94483,,,,94483,,41133,,3676,,44809,,804984,,1467864,,1355107,,112757,
IN,Indiana,2019-04-01,Y,P,N,94483,,,,94483,,41133,,3676,,44809,,793359,,1458704,,1347872,,110832,
IN,Indiana,2019-05-01,Y,P,N,82180,,,,82180,,35265,,3085,,38350,,787736,,1452553,,1342463,,110090,
IN,Indiana,2019-05-01,Y,U,Y,82180,,,,82180,,35265,,3085,,38350,,802005,,1463977,,1351729,,112248,
IN,Indiana,2019-06-01,Y,U,Y,78026,,,,78026,,30850,,2340,,33190,,799127,,1459123,,1347281,,111842,
IN,Indiana,2019-06-01,Y,P,N,78026,,,,78026,,30850,,2340,,33190,,786305,,1448488,,1338637,,109851,
IN,Indiana,2019-07-01,Y,U,Y,86455,,,,86455,,35170,,2761,,37931,,799406,,1461778,,1350305,,111473,
IN,Indiana,2019-07-01,Y,P,N,86455,,,,86455,,35170,,2761,,37931,,783973,,1447961,,1338770,,109191,
IN,Indiana,2019-08-01,Y,P,N,101819,,,,101819,,39350,,3292,,42642,,784474,,1451253,,1342339,,108914,
IN,Indiana,2019-08-01,Y,U,Y,101819,,,,101819,,39350,,3292,,42642,,802999,,1467723,,1355872,,111851,
IN,Indiana,2019-09-01,Y,P,N,93874,,,,93874,,35011,,3209,,38220,,789905,,1459112,,1349043,,110069,
IN,Indiana,2019-09-01,Y,U,Y,93874,,,,93874,,35011,,3209,,38220,,804716,,1472433,,1359758,,112675,
IN,Indiana,2019-10-01,Y,U,Y,97957,,,,97957,,40094,,3839,,43933,,803575,,1476176,,1363254,,112922,
IN,Indiana,2019-10-01,Y,P,N,97957,,,,97957,,40094,,3839,,43933,,791090,,1465368,,1354643,,110725,
IN,Indiana,2019-11-01,Y,P,N,72057,,,,72057,,27423,,2502,,29925,,787370,,1461776,,1350626,,111150,
IN,Indiana,2019-11-01,Y,U,Y,72057,,,,72057,,27423,,2502,,29925,,803756,,1476560,,1362708,,113852,
IN,Indiana,2019-12-01,Y,U,Y,86490,,,,86490,,32822,,3169,,35991,,809326,,1485826,,1370860,,114966,
IN,Indiana,2019-12-01,Y,P,N,86490,,,,86490,,32822,,3169,,35991,,790056,,1467532,,1355931,,111601,
IN,Indiana,2020-01-01,Y,P,N,103538,,,,103538,,40203,,3584,,43787,,797456,,1482099,,1368554,,113545,
IN,Indiana,2020-01-01,Y,U,Y,103538,,,,103538,,40203,,3584,,43787,,809305,,1492183,,1376576,,115607,
IN,Indiana,2020-02-01,Y,U,Y,85121,,,,85121,,37147,,3371,,40518,,817962,,1503094,,1386344,,116750,
IN,Indiana,2020-02-01,Y,P,N,85121,,,,85121,,37147,,3371,,40518,,797188,,1489231,,1375604,,113627,
IN,Indiana,2020-03-01,Y,U,Y,76559,,,,76559,,36570,,3858,,40428,,819176,,1523989,,1406607,,117382,
IN,Indiana,2020-03-01,Y,P,N,76559,,,,76559,,36570,,3858,,40428,,805290,,1500984,,1386863,,114121,
IN,Indiana,2020-04-01,Y,P,N,76583,,,,76583,,40239,,2398,,42637,,817825,,1537626,,1419544,,118082,
IN,Indiana,2020-04-01,Y,U,Y,76583,,,,76583,,40239,,2398,,42637,,833256,,1561429,,1441454,,119975,
IN,Indiana,2020-05-01,Y,U,Y,67090,,,,67090,,35354,,2048,,37402,,840125,,1589922,,1472745,,117177,
IN,Indiana,2020-05-01,Y,P,N,67090,,,,67090,,35354,,2048,,37402,,828559,,1571869,,1456277,,115592,
IN,Indiana,2020-06-01,Y,P,N,57835,,,,57835,,40707,,2749,,43456,,836741,,1602976,,1489935,,113041,
IN,Indiana,2020-06-01,Y,U,Y,57835,,,,57835,,40707,,2749,,43456,,845651,,1617319,,1503030,,114289,
IN,Indiana,2020-07-01,Y,P,N,49834,,,,49834,,27956,,1783,,29739,,842418,,1627602,,1516170,,111432,
IN,Indiana,2020-07-01,Y,U,Y,49834,,,,49834,,27956,,1783,,29739,,855063,,1649380,,1536265,,113115,
IN,Indiana,2020-08-01,Y,P,N,50137,,,,50137,,29381,,2067,,31448,,850866,,1655712,,1544686,,111026,
IN,Indiana,2020-08-01,Y,U,Y,50137,,,,50137,,29381,,2067,,31448,,862179,,1675433,,1563043,,112390,
IN,Indiana,2020-09-01,Y,P,N,54392,,,,54392,,33804,,2005,,35809,,856089,,1678300,,1568595,,109705,
IN,Indiana,2020-09-01,Y,U,Y,54392,,,,54392,,33804,,2005,,35809,,867520,,1698316,,1587071,,111245,
IN,Indiana,2020-10-01,Y,P,N,48362,,,,48362,,34263,,2091,,36354,,862859,,1704481,,1596110,,108371,
IN,Indiana,2020-10-01,Y,U,Y,48362,,,,48362,,34263,,2091,,36354,,876230,,1726773,,1616280,,110493,
IN,Indiana,2020-11-01,Y,U,Y,33911,,,,33911,,29869,,2242,,32111,,882584,,1751732,,1641715,,110017,
IN,Indiana,2020-11-01,Y,P,N,33911,,,,33911,,29869,,2242,,32111,,872940,,1733176,,1625133,,108043,
IN,Indiana,2020-12-01,Y,U,Y,35749,,,,35749,,33896,,3235,,37131,,890390,,1779627,,1669445,,110182,
IN,Indiana,2020-12-01,Y,P,N,35749,,,,35749,,33896,,3235,,37131,,879222,,1758962,,1650819,,108143,
IN,Indiana,2021-01-01,Y,P,N,33623,,,,33623,,24998,,1717,,26715,,886657,,1783904,,1675949,,107955,
IN,Indiana,2021-01-01,Y,U,Y,33623,,,,33623,,24998,,1717,,26715,,896763,,1797620,,1688717,,108903,
IN,Indiana,2021-02-01,Y,U,Y,33484,,,,33484,,24431,,1538,,25969,,901409,,1809106,,1701014,,108092,
IN,Indiana,2021-02-01,Y,P,N,33484,,,,33484,,24431,,1538,,25969,,894070,,1802451,,1695169,,107282,
IN,Indiana,2021-03-01,Y,P,N,34490,,,,34490,,26753,,1629,,28382,,899041,,1815445,,1709154,,106291,
IN,Indiana,2021-03-01,Y,U,Y,34490,,,,34490,,26753,,1629,,28382,,907048,,1829752,,1722480,,107272,
IN,Indiana,2021-04-01,Y,U,Y,27556,,,,27556,,23107,,1470,,24577,,909791,,1846205,,1740198,,106007,
IN,Indiana,2021-04-01,Y,P,N,27556,,,,27556,,23107,,1470,,24577,,904138,,1835732,,1730531,,105201,
IN,Indiana,2021-05-01,Y,P,Y,28625,,,,28625,,21328,,1307,,22635,,907355,,1850103,,1745657,,104446,
IA,Iowa,2013-09-01,Y,U,Y,,,,,,,,,,,,,,,493515,,,,,
IA,Iowa,2017-06-01,Y,P,Y,15102,"Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers",,,15102,"Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers",3013,"Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application",,"Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application",3013,"Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",327307,,649088,,585696,,63392,
IA,Iowa,2017-07-01,Y,P,N,16281,"Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers",,,16281,"Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers",2814,"Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application",,"Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application",2814,"Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",327846,,649401,,586034,,63367,
IA,Iowa,2017-07-01,Y,U,Y,16281,"Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers",,,16281,"Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers",2814,"Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application",,"Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application",2814,"Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",327846,,649401,,586034,,63367,
IA,Iowa,2017-08-01,Y,P,Y,18347,"Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers",,,18347,"Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers",3295,"Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application",,"Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application",3295,"Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",327747,,647094,,583122,,63972,
IA,Iowa,2017-09-01,Y,P,N,16334,"Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers",,,16334,"Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers",3086,"Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application",,"Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application",3086,"Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",325753,,641863,,578621,,63242,
IA,Iowa,2017-09-01,Y,U,Y,16334,"Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers",,,16334,"Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers",3086,"Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application",,"Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application",3086,"Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",325753,,641863,,578621,,63242,
